,kmer_A,kmer_C,kmer_D,kmer_E,kmer_F,kmer_G,kmer_H,kmer_I,kmer_K,kmer_L,kmer_M,kmer_N,kmer_P,kmer_Q,kmer_R,kmer_S,kmer_T,kmer_V,kmer_W,kmer_Y
YLR421C,0.02564102564102564,0.01282051282051282,0.057692307692307696,0.1346153846153846,0.04487179487179487,0.05128205128205128,0.0,0.07051282051282051,0.07051282051282051,0.07051282051282051,0.03205128205128205,0.0641025641025641,0.057692307692307696,0.03205128205128205,0.038461538461538464,0.10897435897435898,0.02564102564102564,0.057692307692307696,0.02564102564102564,0.019230769230769232
YPL249C-A,0.12,0.0,0.01,0.05,0.02,0.07,0.01,0.08,0.14,0.06,0.03,0.05,0.03,0.01,0.12,0.07,0.05,0.06,0.0,0.02
YOR298C-A,0.09271523178807947,0.0,0.06622516556291391,0.033112582781456956,0.0,0.09271523178807947,0.0,0.052980132450331126,0.10596026490066225,0.059602649006622516,0.013245033112582781,0.0728476821192053,0.046357615894039736,0.046357615894039736,0.09933774834437085,0.06622516556291391,0.059602649006622516,0.0728476821192053,0.006622516556291391,0.013245033112582781
YKL053C-A,0.09302325581395349,0.046511627906976744,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.05813953488372093,0.0,0.023255813953488372,0.12790697674418605,0.05813953488372093,0.023255813953488372,0.05813953488372093,0.03488372093023256,0.023255813953488372,0.011627906976744186,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744
YEL020W-A,0.034482758620689655,0.04597701149425287,0.04597701149425287,0.09195402298850575,0.06896551724137931,0.04597701149425287,0.011494252873563218,0.011494252873563218,0.10344827586206896,0.08045977011494253,0.04597701149425287,0.05747126436781609,0.0,0.11494252873563218,0.05747126436781609,0.05747126436781609,0.05747126436781609,0.05747126436781609,0.0,0.011494252873563218
YDL045W-A,0.05263157894736842,0.042105263157894736,0.021052631578947368,0.031578947368421054,0.0,0.05263157894736842,0.031578947368421054,0.042105263157894736,0.10526315789473684,0.11578947368421053,0.031578947368421054,0.07368421052631578,0.08421052631578947,0.031578947368421054,0.06315789473684211,0.09473684210526316,0.021052631578947368,0.05263157894736842,0.010526315789473684,0.042105263157894736
YJR048W,0.06422018348623854,0.027522935779816515,0.03669724770642202,0.06422018348623854,0.03669724770642202,0.11009174311926606,0.03669724770642202,0.03669724770642202,0.14678899082568808,0.07339449541284404,0.027522935779816515,0.06422018348623854,0.03669724770642202,0.01834862385321101,0.027522935779816515,0.03669724770642202,0.07339449541284404,0.027522935779816515,0.009174311926605505,0.045871559633027525
YFR033C,0.06802721088435375,0.013605442176870748,0.14965986394557823,0.24489795918367346,0.027210884353741496,0.04081632653061224,0.047619047619047616,0.013605442176870748,0.061224489795918366,0.07482993197278912,0.013605442176870748,0.02040816326530612,0.02040816326530612,0.05442176870748299,0.02040816326530612,0.0,0.034013605442176874,0.061224489795918366,0.006802721088435374,0.027210884353741496
YDR529C,0.10236220472440945,0.007874015748031496,0.05511811023622047,0.09448818897637795,0.023622047244094488,0.023622047244094488,0.023622047244094488,0.08661417322834646,0.07086614173228346,0.12598425196850394,0.015748031496062992,0.03937007874015748,0.06299212598425197,0.03937007874015748,0.05511811023622047,0.047244094488188976,0.031496062992125984,0.03937007874015748,0.007874015748031496,0.047244094488188976
Q0105,0.05802047781569966,0.010238907849829351,0.020477815699658702,0.010238907849829351,0.10238907849829351,0.06825938566552901,0.030716723549488054,0.10580204778156997,0.020477815699658702,0.11604095563139932,0.03754266211604096,0.04436860068259386,0.05802047781569966,0.013651877133105802,0.027303754266211604,0.05460750853242321,0.051194539249146756,0.10238907849829351,0.017064846416382253,0.051194539249146756
YML054C,0.075,0.015,0.07,0.06,0.03,0.05,0.02,0.05,0.095,0.085,0.02,0.05,0.05,0.04,0.03,0.07,0.055,0.085,0.01,0.04
YOL086C,0.11678832116788321,0.025547445255474453,0.04744525547445255,0.05474452554744526,0.025547445255474453,0.13138686131386862,0.01824817518248175,0.06204379562043796,0.06204379562043796,0.06204379562043796,0.021897810218978103,0.032846715328467155,0.021897810218978103,0.029197080291970802,0.029197080291970802,0.06569343065693431,0.043795620437956206,0.09854014598540146,0.010948905109489052,0.040145985401459854
YMR303C,0.12408759124087591,0.025547445255474453,0.043795620437956206,0.058394160583941604,0.025547445255474453,0.12773722627737227,0.021897810218978103,0.06204379562043796,0.06204379562043796,0.06569343065693431,0.014598540145985401,0.0364963503649635,0.025547445255474453,0.01824817518248175,0.029197080291970802,0.07664233576642336,0.040145985401459854,0.09124087591240876,0.010948905109489052,0.040145985401459854
YJR009C,0.10526315789473684,0.007518796992481203,0.07142857142857142,0.04887218045112782,0.03007518796992481,0.07518796992481203,0.018796992481203006,0.05263157894736842,0.08646616541353383,0.06766917293233082,0.018796992481203006,0.03759398496240601,0.03759398496240601,0.018796992481203006,0.018796992481203006,0.07894736842105263,0.08270676691729323,0.10902255639097744,0.011278195488721804,0.022556390977443608
YGR192C,0.09774436090225563,0.007518796992481203,0.07142857142857142,0.04887218045112782,0.02631578947368421,0.07894736842105263,0.018796992481203006,0.04887218045112782,0.09022556390977443,0.06766917293233082,0.015037593984962405,0.03383458646616541,0.03759398496240601,0.018796992481203006,0.018796992481203006,0.08646616541353383,0.08270676691729323,0.11278195488721804,0.011278195488721804,0.02631578947368421
YJL052W,0.11278195488721804,0.007518796992481203,0.07142857142857142,0.041353383458646614,0.02631578947368421,0.07894736842105263,0.018796992481203006,0.05639097744360902,0.09022556390977443,0.06015037593984962,0.018796992481203006,0.02631578947368421,0.045112781954887216,0.022556390977443608,0.018796992481203006,0.07518796992481203,0.07894736842105263,0.10902255639097744,0.011278195488721804,0.03007518796992481
Q0045,0.08,0.0,0.025,0.02,0.09,0.09,0.035,0.1,0.02,0.135,0.05,0.025,0.04,0.0,0.02,0.075,0.08,0.06,0.02,0.035
Q0250,0.061946902654867256,0.01327433628318584,0.05309734513274336,0.07079646017699115,0.04424778761061947,0.05309734513274336,0.022123893805309734,0.11061946902654868,0.035398230088495575,0.10619469026548672,0.02654867256637168,0.030973451327433628,0.048672566371681415,0.035398230088495575,0.017699115044247787,0.05752212389380531,0.05752212389380531,0.07964601769911504,0.022123893805309734,0.05309734513274336
Q0275,0.0851063829787234,0.00851063829787234,0.02127659574468085,0.02553191489361702,0.059574468085106386,0.08085106382978724,0.04680851063829787,0.07234042553191489,0.00851063829787234,0.13617021276595745,0.0425531914893617,0.03829787234042553,0.02127659574468085,0.00851063829787234,0.02127659574468085,0.05106382978723404,0.08085106382978724,0.09361702127659574,0.03404255319148936,0.06382978723404255
YNL052W,0.0915032679738562,0.0,0.032679738562091505,0.05228758169934641,0.032679738562091505,0.0784313725490196,0.006535947712418301,0.026143790849673203,0.0718954248366013,0.08496732026143791,0.032679738562091505,0.0457516339869281,0.0392156862745098,0.0718954248366013,0.058823529411764705,0.09803921568627451,0.0457516339869281,0.06535947712418301,0.0392156862745098,0.026143790849673203
YKR066C,0.05693950177935943,0.0035587188612099642,0.08896797153024912,0.06761565836298933,0.06405693950177936,0.08185053380782918,0.017793594306049824,0.03202846975088968,0.07829181494661921,0.08540925266903915,0.017793594306049824,0.0711743772241993,0.05338078291814947,0.03202846975088968,0.03558718861209965,0.0498220640569395,0.0498220640569395,0.03914590747330961,0.02491103202846975,0.0498220640569395
YJR104C,0.08441558441558442,0.012987012987012988,0.05844155844155844,0.06493506493506493,0.03896103896103896,0.14285714285714285,0.03896103896103896,0.03896103896103896,0.06493506493506493,0.03896103896103896,0.012987012987012988,0.05194805194805195,0.05194805194805195,0.01948051948051948,0.025974025974025976,0.07142857142857142,0.06493506493506493,0.11038961038961038,0.0,0.006493506493506494
YCR012W,0.115,0.0,0.075,0.075,0.055,0.085,0.02,0.075,0.1,0.09,0.015,0.03,0.035,0.02,0.03,0.055,0.035,0.075,0.0,0.015
YBR093C,0.08,0.025,0.095,0.05,0.045,0.05,0.025,0.04,0.055,0.08,0.01,0.075,0.015,0.045,0.02,0.08,0.07,0.055,0.015,0.07
YIL162W,0.075,0.005,0.045,0.065,0.08,0.06,0.005,0.05,0.05,0.055,0.015,0.065,0.065,0.045,0.025,0.105,0.05,0.04,0.04,0.06
YMR297W,0.055,0.035,0.045,0.065,0.055,0.09,0.015,0.045,0.02,0.085,0.01,0.07,0.065,0.035,0.02,0.115,0.04,0.065,0.01,0.06
YBR011C,0.0778688524590164,0.004098360655737705,0.0860655737704918,0.06557377049180328,0.040983606557377046,0.05737704918032787,0.020491803278688523,0.0942622950819672,0.09836065573770492,0.06147540983606557,0.00819672131147541,0.05327868852459016,0.07377049180327869,0.02459016393442623,0.020491803278688523,0.04918032786885246,0.06147540983606557,0.04918032786885246,0.02459016393442623,0.028688524590163935
YJR121W,0.095,0.0,0.045,0.08,0.05,0.12,0.005,0.06,0.04,0.09,0.015,0.03,0.04,0.04,0.05,0.05,0.08,0.085,0.0,0.025
Q0085,0.06521739130434782,0.004347826086956522,0.013043478260869565,0.013043478260869565,0.0782608695652174,0.06956521739130435,0.017391304347826087,0.13478260869565217,0.021739130434782608,0.1782608695652174,0.043478260869565216,0.05217391304347826,0.030434782608695653,0.013043478260869565,0.013043478260869565,0.06521739130434782,0.06521739130434782,0.05652173913043478,0.021739130434782608,0.043478260869565216
YNR001C,0.1,0.0,0.065,0.065,0.03,0.065,0.035,0.05,0.075,0.135,0.01,0.035,0.04,0.03,0.025,0.09,0.045,0.05,0.01,0.045
YGR254W,0.125,0.005,0.07,0.055,0.045,0.085,0.03,0.055,0.09,0.095,0.01,0.04,0.05,0.02,0.02,0.075,0.035,0.045,0.015,0.035
YHR174W,0.13,0.005,0.07,0.065,0.045,0.085,0.03,0.05,0.085,0.085,0.02,0.035,0.045,0.02,0.02,0.07,0.035,0.055,0.015,0.035
YER086W,0.095,0.01,0.045,0.06,0.035,0.09,0.025,0.08,0.04,0.065,0.02,0.04,0.05,0.03,0.06,0.04,0.07,0.12,0.0,0.025
YKL152C,0.10714285714285714,0.0,0.07142857142857142,0.06696428571428571,0.022321428571428572,0.05803571428571429,0.013392857142857142,0.049107142857142856,0.09821428571428571,0.11160714285714286,0.004464285714285714,0.04017857142857143,0.06696428571428571,0.03125,0.049107142857142856,0.0625,0.03125,0.0625,0.013392857142857142,0.04017857142857143
YGR264C,0.035,0.035,0.08,0.07,0.035,0.05,0.02,0.05,0.095,0.08,0.005,0.045,0.05,0.045,0.03,0.07,0.06,0.04,0.045,0.06
YDL181W,0.058823529411764705,0.0,0.047058823529411764,0.10588235294117647,0.047058823529411764,0.058823529411764705,0.011764705882352941,0.023529411764705882,0.09411764705882353,0.09411764705882353,0.023529411764705882,0.011764705882352941,0.023529411764705882,0.07058823529411765,0.12941176470588237,0.10588235294117647,0.047058823529411764,0.03529411764705882,0.0,0.011764705882352941
YOR101W,0.058823529411764705,0.011764705882352941,0.06666666666666667,0.07058823529411765,0.01568627450980392,0.06666666666666667,0.00392156862745098,0.0392156862745098,0.058823529411764705,0.07450980392156863,0.011764705882352941,0.12156862745098039,0.011764705882352941,0.050980392156862744,0.06274509803921569,0.12156862745098039,0.050980392156862744,0.054901960784313725,0.0,0.047058823529411764
YNL098C,0.09578544061302682,0.007662835249042145,0.0421455938697318,0.05363984674329502,0.011494252873563218,0.08812260536398467,0.0038314176245210726,0.034482758620689655,0.06896551724137931,0.04980842911877394,0.022988505747126436,0.11494252873563218,0.01532567049808429,0.07279693486590039,0.0421455938697318,0.10344827586206896,0.07662835249042145,0.06130268199233716,0.0,0.034482758620689655
YFL038C,0.03940886699507389,0.019704433497536946,0.08374384236453201,0.059113300492610835,0.03940886699507389,0.07389162561576355,0.0049261083743842365,0.054187192118226604,0.08866995073891626,0.09852216748768473,0.019704433497536946,0.054187192118226604,0.0049261083743842365,0.04433497536945813,0.034482758620689655,0.06896551724137931,0.08866995073891626,0.06896551724137931,0.009852216748768473,0.04433497536945813
YDR224C,0.13740458015267176,0.0,0.022900763358778626,0.061068702290076333,0.015267175572519083,0.030534351145038167,0.015267175572519083,0.061068702290076333,0.15267175572519084,0.04580152671755725,0.015267175572519083,0.022900763358778626,0.03816793893129771,0.030534351145038167,0.04580152671755725,0.13740458015267176,0.0916030534351145,0.03816793893129771,0.0,0.03816793893129771
YBL002W,0.1297709923664122,0.0,0.022900763358778626,0.061068702290076333,0.015267175572519083,0.030534351145038167,0.015267175572519083,0.061068702290076333,0.1450381679389313,0.04580152671755725,0.015267175572519083,0.022900763358778626,0.03816793893129771,0.030534351145038167,0.04580152671755725,0.1450381679389313,0.08396946564885496,0.05343511450381679,0.0,0.03816793893129771
YNL030W,0.05825242718446602,0.0,0.02912621359223301,0.038834951456310676,0.019417475728155338,0.1553398058252427,0.019417475728155338,0.06796116504854369,0.10679611650485436,0.08737864077669903,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.13592233009708737,0.05825242718446602,0.05825242718446602,0.07766990291262135,0.0,0.038834951456310676
YDR382W,0.20909090909090908,0.0,0.06363636363636363,0.14545454545454545,0.02727272727272727,0.12727272727272726,0.0,0.03636363636363636,0.06363636363636363,0.08181818181818182,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.00909090909090909,0.07272727272727272,0.01818181818181818,0.05454545454545454,0.0,0.01818181818181818
YGL103W,0.08053691275167785,0.0,0.03355704697986577,0.03355704697986577,0.03355704697986577,0.12080536912751678,0.06711409395973154,0.06040268456375839,0.12080536912751678,0.06040268456375839,0.026845637583892617,0.020134228187919462,0.053691275167785234,0.026845637583892617,0.08053691275167785,0.03355704697986577,0.03355704697986577,0.06711409395973154,0.013422818791946308,0.03355704697986577
YFL037W,0.06,0.01,0.05,0.045,0.055,0.07,0.02,0.03,0.035,0.11,0.04,0.045,0.055,0.045,0.05,0.095,0.075,0.08,0.0,0.03
YPL240C,0.05,0.0,0.055,0.115,0.06,0.015,0.01,0.07,0.125,0.095,0.01,0.065,0.04,0.035,0.045,0.065,0.035,0.065,0.015,0.03
YOR187W,0.075,0.005,0.07,0.095,0.025,0.095,0.02,0.075,0.04,0.095,0.055,0.04,0.05,0.035,0.045,0.025,0.055,0.085,0.0,0.015
YBR118W,0.055,0.005,0.045,0.075,0.03,0.1,0.015,0.055,0.09,0.05,0.02,0.055,0.06,0.035,0.04,0.035,0.07,0.13,0.02,0.015
YEL009C,0.06639004149377593,0.0,0.08713692946058091,0.0912863070539419,0.03734439834024896,0.016597510373443983,0.016597510373443983,0.03734439834024896,0.08713692946058091,0.0995850622406639,0.008298755186721992,0.04149377593360996,0.06639004149377593,0.029045643153526972,0.05394190871369295,0.0954356846473029,0.07053941908713693,0.07883817427385892,0.004149377593360996,0.012448132780082987
R0020C,0.04878048780487805,0.013937282229965157,0.04529616724738676,0.10104529616724739,0.05574912891986063,0.05226480836236934,0.03484320557491289,0.08362369337979095,0.07665505226480836,0.0627177700348432,0.006968641114982578,0.04878048780487805,0.027874564459930314,0.04529616724738676,0.05574912891986063,0.08013937282229965,0.041811846689895474,0.06620209059233449,0.017421602787456445,0.03484320557491289
Q0110,0.025,0.02,0.02,0.02,0.035,0.07,0.015,0.105,0.08,0.1,0.105,0.11,0.01,0.025,0.025,0.04,0.065,0.02,0.02,0.09
Q0060,0.05,0.015,0.04,0.03,0.035,0.06,0.01,0.08,0.085,0.095,0.04,0.13,0.025,0.015,0.035,0.065,0.06,0.045,0.01,0.075
Q0065,0.035,0.005,0.04,0.035,0.08,0.06,0.015,0.07,0.1,0.13,0.075,0.07,0.015,0.025,0.02,0.075,0.055,0.045,0.025,0.025
Q0120,0.02,0.015,0.035,0.01,0.075,0.02,0.015,0.085,0.095,0.11,0.035,0.13,0.015,0.045,0.02,0.05,0.08,0.05,0.02,0.075
YJR109C,0.045,0.015,0.06,0.09,0.04,0.04,0.005,0.08,0.08,0.095,0.02,0.07,0.015,0.025,0.045,0.07,0.07,0.07,0.01,0.055
YGL187C,0.04516129032258064,0.025806451612903226,0.06451612903225806,0.05806451612903226,0.01935483870967742,0.08387096774193549,0.025806451612903226,0.04516129032258064,0.06451612903225806,0.1032258064516129,0.01935483870967742,0.03225806451612903,0.07096774193548387,0.03225806451612903,0.05161290322580645,0.06451612903225806,0.07741935483870968,0.07096774193548387,0.012903225806451613,0.03225806451612903
YLR395C,0.07692307692307693,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.10256410256410256,0.0641025641025641,0.02564102564102564,0.07692307692307693,0.10256410256410256,0.038461538461538464,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.038461538461538464,0.0641025641025641,0.0641025641025641,0.05128205128205128,0.07692307692307693,0.0,0.038461538461538464
YDL140C,0.05,0.0,0.085,0.08,0.055,0.08,0.025,0.06,0.055,0.105,0.015,0.04,0.03,0.045,0.065,0.055,0.05,0.065,0.005,0.035
YOR116C,0.055,0.025,0.06,0.07,0.035,0.095,0.01,0.065,0.075,0.085,0.03,0.065,0.04,0.05,0.04,0.065,0.035,0.08,0.005,0.015
YER165W,0.08,0.005,0.05,0.12,0.05,0.06,0.02,0.03,0.115,0.08,0.02,0.06,0.02,0.045,0.03,0.05,0.05,0.07,0.0,0.045
YPL248C,0.03,0.015,0.045,0.055,0.055,0.02,0.02,0.085,0.06,0.11,0.015,0.04,0.03,0.07,0.055,0.12,0.085,0.035,0.025,0.03
YGL031C,0.11612903225806452,0.0,0.01935483870967742,0.06451612903225806,0.05161290322580645,0.05161290322580645,0.012903225806451613,0.04516129032258064,0.1935483870967742,0.04516129032258064,0.0064516129032258064,0.025806451612903226,0.025806451612903226,0.04516129032258064,0.1032258064516129,0.09032258064516129,0.04516129032258064,0.04516129032258064,0.0064516129032258064,0.0064516129032258064
YOL127W,0.13380281690140844,0.0,0.04225352112676056,0.035211267605633804,0.014084507042253521,0.035211267605633804,0.007042253521126761,0.04929577464788732,0.15492957746478872,0.07746478873239436,0.02112676056338028,0.04929577464788732,0.04225352112676056,0.02112676056338028,0.04929577464788732,0.04225352112676056,0.07042253521126761,0.09859154929577464,0.0,0.056338028169014086
YMR056C,0.08627450980392157,0.011764705882352941,0.050980392156862744,0.01568627450980392,0.07058823529411765,0.11372549019607843,0.00392156862745098,0.043137254901960784,0.07058823529411765,0.12549019607843137,0.0196078431372549,0.023529411764705882,0.01568627450980392,0.027450980392156862,0.06666666666666667,0.07058823529411765,0.058823529411764705,0.054901960784313725,0.011764705882352941,0.058823529411764705
YOL006C,0.065,0.01,0.065,0.065,0.055,0.05,0.02,0.05,0.105,0.08,0.01,0.045,0.06,0.03,0.08,0.05,0.035,0.075,0.015,0.035
YLL018C,0.085,0.005,0.035,0.12,0.07,0.04,0.035,0.065,0.045,0.095,0.015,0.03,0.04,0.035,0.05,0.055,0.075,0.07,0.0,0.035
YEL063C,0.08,0.015,0.01,0.03,0.075,0.085,0.005,0.125,0.05,0.075,0.01,0.05,0.055,0.01,0.03,0.07,0.065,0.085,0.03,0.045
YDL164C,0.055,0.025,0.08,0.08,0.025,0.04,0.015,0.08,0.085,0.12,0.035,0.05,0.04,0.035,0.055,0.05,0.055,0.04,0.005,0.03
YLR310C,0.065,0.0,0.025,0.045,0.055,0.035,0.01,0.08,0.095,0.085,0.01,0.095,0.05,0.025,0.045,0.155,0.075,0.03,0.005,0.015
YNL055C,0.09504132231404959,0.008264462809917356,0.045454545454545456,0.03305785123966942,0.05785123966942149,0.08264462809917356,0.008264462809917356,0.028925619834710745,0.07024793388429752,0.11983471074380166,0.012396694214876033,0.06611570247933884,0.04132231404958678,0.04132231404958678,0.01652892561983471,0.08677685950413223,0.08677685950413223,0.06611570247933884,0.008264462809917356,0.024793388429752067
YDR225W,0.14393939393939395,0.0,0.022727272727272728,0.03787878787878788,0.007575757575757576,0.10606060606060606,0.022727272727272728,0.05303030303030303,0.08333333333333333,0.12878787878787878,0.007575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.07575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.0,0.022727272727272728
YBL003C,0.14393939393939395,0.0,0.022727272727272728,0.03787878787878788,0.007575757575757576,0.10606060606060606,0.022727272727272728,0.05303030303030303,0.08333333333333333,0.12878787878787878,0.007575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.07575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.0,0.022727272727272728
YGL008C,0.085,0.02,0.06,0.085,0.025,0.065,0.03,0.03,0.105,0.11,0.02,0.015,0.06,0.015,0.045,0.055,0.055,0.095,0.005,0.02
YOR386W,0.03,0.02,0.05,0.06,0.035,0.05,0.02,0.075,0.075,0.105,0.01,0.06,0.035,0.04,0.035,0.095,0.08,0.04,0.015,0.07
YJL088W,0.07806691449814127,0.026022304832713755,0.07063197026022305,0.07063197026022305,0.07063197026022305,0.048327137546468404,0.022304832713754646,0.08550185873605948,0.07434944237918216,0.06691449814126393,0.02973977695167286,0.07063197026022305,0.026022304832713755,0.02973977695167286,0.01858736059479554,0.07806691449814127,0.04460966542750929,0.07063197026022305,0.0037174721189591076,0.01486988847583643
YLR340W,0.12890625,0.0,0.0625,0.078125,0.05078125,0.06640625,0.01171875,0.06640625,0.03515625,0.078125,0.01171875,0.046875,0.05859375,0.015625,0.03125,0.07421875,0.0546875,0.1015625,0.00390625,0.0234375
YDL081C,0.18867924528301888,0.0,0.07547169811320754,0.14150943396226415,0.03773584905660377,0.09433962264150944,0.0,0.04716981132075472,0.04716981132075472,0.10377358490566038,0.018867924528301886,0.04716981132075472,0.018867924528301886,0.009433962264150943,0.0,0.07547169811320754,0.02830188679245283,0.04716981132075472,0.009433962264150943,0.009433962264150943
YOL039W,0.20754716981132076,0.0,0.07547169811320754,0.1509433962264151,0.018867924528301886,0.09433962264150944,0.0,0.04716981132075472,0.0660377358490566,0.09433962264150944,0.018867924528301886,0.02830188679245283,0.02830188679245283,0.0,0.0,0.07547169811320754,0.02830188679245283,0.04716981132075472,0.0,0.018867924528301886
YGR157W,0.03,0.005,0.03,0.025,0.085,0.055,0.01,0.09,0.035,0.13,0.02,0.08,0.01,0.045,0.035,0.075,0.08,0.05,0.03,0.08
YJR073C,0.06896551724137931,0.019704433497536946,0.024630541871921183,0.03940886699507389,0.054187192118226604,0.08374384236453201,0.014778325123152709,0.06896551724137931,0.059113300492610835,0.10344827586206896,0.054187192118226604,0.03940886699507389,0.029556650246305417,0.03940886699507389,0.034482758620689655,0.06896551724137931,0.054187192118226604,0.07389162561576355,0.014778325123152709,0.054187192118226604
YDR172W,0.055,0.005,0.075,0.09,0.025,0.105,0.02,0.04,0.08,0.05,0.04,0.05,0.01,0.025,0.055,0.05,0.06,0.105,0.015,0.045
YGL076C,0.0945945945945946,0.0,0.018018018018018018,0.06306306306306306,0.04504504504504504,0.06756756756756757,0.018018018018018018,0.09009009009009009,0.10810810810810811,0.08108108108108109,0.0045045045045045045,0.06306306306306306,0.04504504504504504,0.04054054054054054,0.06756756756756757,0.04504504504504504,0.03153153153153153,0.06306306306306306,0.009009009009009009,0.04504504504504504
YLR448W,0.07954545454545454,0.0,0.028409090909090908,0.07386363636363637,0.03977272727272727,0.03977272727272727,0.011363636363636364,0.022727272727272728,0.14772727272727273,0.11363636363636363,0.005681818181818182,0.03977272727272727,0.056818181818181816,0.03977272727272727,0.056818181818181816,0.03977272727272727,0.0625,0.10795454545454546,0.005681818181818182,0.028409090909090908
YKL180W,0.15217391304347827,0.0,0.010869565217391304,0.059782608695652176,0.02717391304347826,0.05434782608695652,0.021739130434782608,0.043478260869565216,0.09239130434782608,0.05434782608695652,0.005434782608695652,0.043478260869565216,0.02717391304347826,0.06521739130434782,0.10326086956521739,0.07065217391304347,0.059782608695652176,0.06521739130434782,0.010869565217391304,0.03260869565217391
YPL143W,0.07476635514018691,0.0,0.009345794392523364,0.028037383177570093,0.037383177570093455,0.07476635514018691,0.028037383177570093,0.056074766355140186,0.08411214953271028,0.056074766355140186,0.018691588785046728,0.06542056074766354,0.037383177570093455,0.028037383177570093,0.102803738317757,0.08411214953271028,0.04672897196261682,0.102803738317757,0.009345794392523364,0.056074766355140186
YMR194W,0.11,0.0,0.01,0.05,0.02,0.07,0.01,0.08,0.14,0.06,0.03,0.05,0.03,0.0,0.12,0.08,0.06,0.06,0.0,0.02
YLR029C,0.07425742574257425,0.0049504950495049506,0.0297029702970297,0.039603960396039604,0.019801980198019802,0.0594059405940594,0.024752475247524754,0.0297029702970297,0.10891089108910891,0.06435643564356436,0.0,0.0594059405940594,0.034653465346534656,0.04950495049504951,0.16336633663366337,0.0297029702970297,0.04950495049504951,0.07425742574257425,0.024752475247524754,0.0594059405940594
YNL178W,0.11363636363636363,0.004545454545454545,0.03636363636363636,0.09545454545454546,0.031818181818181815,0.07272727272727272,0.00909090909090909,0.05454545454545454,0.06818181818181818,0.07727272727272727,0.022727272727272728,0.022727272727272728,0.05,0.031818181818181815,0.08636363636363636,0.03636363636363636,0.05909090909090909,0.1,0.0,0.02727272727272727
