,kmer_A,kmer_C,kmer_D,kmer_E,kmer_F,kmer_G,kmer_H,kmer_I,kmer_K,kmer_L,kmer_M,kmer_N,kmer_P,kmer_Q,kmer_R,kmer_S,kmer_T,kmer_V,kmer_W,kmer_Y
YFR033C,0.06,0.0,0.18,0.31,0.01,0.05,0.04,0.01,0.05,0.06,0.02,0.03,0.01,0.03,0.01,0.0,0.03,0.07,0.01,0.02
YDR529C,0.09,0.01,0.05,0.07,0.03,0.03,0.03,0.09,0.06,0.12,0.02,0.04,0.06,0.05,0.07,0.05,0.04,0.04,0.01,0.04
Q0105,0.06,0.01,0.02,0.02,0.07,0.06,0.05,0.09,0.02,0.09,0.09,0.07,0.02,0.02,0.03,0.12,0.01,0.07,0.02,0.06
YML054C,0.11,0.01,0.03,0.04,0.01,0.03,0.02,0.06,0.12,0.09,0.02,0.07,0.04,0.04,0.06,0.1,0.06,0.04,0.02,0.03
YOL086C,0.05,0.02,0.04,0.06,0.01,0.14,0.05,0.06,0.1,0.08,0.03,0.04,0.07,0.01,0.0,0.04,0.02,0.1,0.04,0.04
YMR303C,0.05,0.02,0.04,0.06,0.01,0.13,0.05,0.07,0.1,0.08,0.03,0.05,0.08,0.01,0.0,0.04,0.03,0.08,0.04,0.03
YJR009C,0.09,0.0,0.09,0.03,0.05,0.07,0.04,0.1,0.04,0.05,0.03,0.06,0.03,0.02,0.07,0.06,0.03,0.09,0.01,0.04
YGR192C,0.09,0.0,0.09,0.03,0.04,0.08,0.03,0.09,0.04,0.04,0.03,0.06,0.04,0.01,0.07,0.06,0.04,0.1,0.01,0.05
YJL052W,0.08,0.0,0.1,0.02,0.03,0.08,0.03,0.11,0.06,0.06,0.02,0.04,0.03,0.02,0.07,0.05,0.04,0.1,0.01,0.05
Q0045,0.11,0.0,0.02,0.01,0.07,0.09,0.02,0.08,0.01,0.15,0.07,0.06,0.04,0.03,0.03,0.05,0.04,0.07,0.01,0.04
Q0250,0.05,0.01,0.04,0.03,0.05,0.03,0.02,0.13,0.03,0.14,0.05,0.04,0.06,0.04,0.01,0.04,0.08,0.06,0.02,0.07
Q0275,0.07,0.0,0.02,0.03,0.06,0.05,0.06,0.05,0.01,0.16,0.08,0.03,0.04,0.02,0.04,0.08,0.06,0.09,0.02,0.03
YNL052W,0.09,0.0,0.03,0.06,0.03,0.06,0.01,0.04,0.05,0.08,0.03,0.04,0.05,0.07,0.08,0.1,0.06,0.06,0.04,0.02
YKR066C,0.19,0.0,0.02,0.03,0.03,0.07,0.03,0.01,0.06,0.09,0.01,0.04,0.03,0.03,0.06,0.13,0.06,0.05,0.02,0.04
YJR104C,0.1,0.01,0.05,0.08,0.06,0.13,0.05,0.02,0.06,0.01,0.02,0.06,0.05,0.02,0.02,0.07,0.06,0.12,0.0,0.01
YCR012W,0.05,0.01,0.07,0.04,0.03,0.05,0.03,0.04,0.09,0.14,0.01,0.05,0.05,0.03,0.06,0.08,0.03,0.11,0.0,0.03
YBR093C,0.07,0.01,0.05,0.03,0.04,0.11,0.01,0.06,0.08,0.09,0.03,0.02,0.06,0.03,0.04,0.08,0.06,0.05,0.01,0.07
YIL162W,0.09,0.0,0.09,0.03,0.06,0.06,0.03,0.03,0.05,0.1,0.03,0.08,0.07,0.03,0.02,0.05,0.07,0.02,0.06,0.03
YMR297W,0.08,0.01,0.09,0.05,0.04,0.04,0.02,0.03,0.11,0.19,0.02,0.03,0.04,0.04,0.01,0.06,0.06,0.05,0.02,0.01
YBR011C,0.05,0.01,0.04,0.07,0.05,0.05,0.04,0.09,0.1,0.05,0.02,0.08,0.06,0.03,0.04,0.01,0.09,0.05,0.01,0.06
YJR121W,0.15,0.01,0.02,0.05,0.02,0.05,0.02,0.06,0.06,0.1,0.03,0.02,0.05,0.05,0.04,0.07,0.1,0.08,0.01,0.01
Q0085,0.01,0.01,0.03,0.02,0.07,0.06,0.0,0.13,0.03,0.15,0.04,0.09,0.02,0.04,0.02,0.08,0.11,0.02,0.02,0.05
YNR001C,0.09,0.01,0.01,0.1,0.04,0.08,0.02,0.06,0.1,0.1,0.03,0.02,0.02,0.05,0.05,0.1,0.05,0.04,0.01,0.02
YGR254W,0.09,0.0,0.09,0.05,0.03,0.08,0.02,0.04,0.09,0.05,0.03,0.04,0.03,0.01,0.04,0.08,0.05,0.15,0.01,0.02
YHR174W,0.1,0.0,0.08,0.06,0.03,0.07,0.01,0.02,0.08,0.06,0.04,0.07,0.02,0.01,0.04,0.08,0.05,0.15,0.01,0.02
YER086W,0.02,0.01,0.04,0.04,0.0,0.04,0.04,0.04,0.07,0.19,0.01,0.05,0.04,0.06,0.07,0.12,0.05,0.09,0.0,0.02
YKL152C,0.09,0.0,0.05,0.08,0.01,0.06,0.02,0.03,0.11,0.12,0.01,0.05,0.03,0.05,0.07,0.05,0.03,0.07,0.04,0.03
YGR264C,0.11,0.0,0.07,0.06,0.06,0.01,0.04,0.03,0.09,0.16,0.03,0.08,0.04,0.06,0.02,0.06,0.02,0.02,0.0,0.04
YDL181W,0.058823529411764705,0.0,0.047058823529411764,0.10588235294117647,0.047058823529411764,0.058823529411764705,0.011764705882352941,0.023529411764705882,0.09411764705882353,0.09411764705882353,0.023529411764705882,0.011764705882352941,0.023529411764705882,0.07058823529411765,0.12941176470588237,0.10588235294117647,0.047058823529411764,0.03529411764705882,0.0,0.011764705882352941
YOR101W,0.03,0.0,0.08,0.08,0.04,0.09,0.0,0.08,0.05,0.06,0.03,0.02,0.01,0.06,0.05,0.09,0.06,0.1,0.0,0.07
YNL098C,0.03,0.0,0.08,0.09,0.02,0.08,0.01,0.07,0.05,0.1,0.03,0.03,0.02,0.05,0.04,0.1,0.05,0.09,0.0,0.06
YFL038C,0.01,0.01,0.09,0.04,0.05,0.09,0.01,0.09,0.07,0.09,0.01,0.04,0.0,0.03,0.04,0.09,0.09,0.07,0.01,0.07
YDR224C,0.13,0.0,0.03,0.06,0.02,0.02,0.01,0.07,0.18,0.03,0.02,0.03,0.04,0.03,0.04,0.14,0.09,0.02,0.0,0.04
YBL002W,0.12,0.0,0.03,0.06,0.02,0.02,0.01,0.07,0.17,0.03,0.02,0.03,0.04,0.03,0.04,0.15,0.08,0.04,0.0,0.04
YNL030W,0.06,0.0,0.03,0.04,0.01,0.14,0.02,0.07,0.11,0.09,0.01,0.01,0.01,0.02,0.14,0.06,0.06,0.08,0.0,0.04
YDR382W,0.23,0.0,0.03,0.16,0.01,0.12,0.0,0.04,0.07,0.08,0.01,0.02,0.02,0.02,0.01,0.08,0.02,0.06,0.0,0.02
YGL103W,0.05,0.0,0.04,0.02,0.04,0.12,0.1,0.03,0.13,0.05,0.04,0.02,0.06,0.04,0.09,0.04,0.04,0.03,0.02,0.04
YFL037W,0.06,0.02,0.06,0.06,0.05,0.12,0.04,0.1,0.02,0.04,0.01,0.09,0.03,0.04,0.05,0.07,0.04,0.05,0.02,0.03
YPL240C,0.06,0.0,0.05,0.1,0.04,0.04,0.0,0.12,0.08,0.11,0.03,0.05,0.04,0.04,0.04,0.09,0.07,0.02,0.0,0.02
YOR187W,0.15,0.0,0.04,0.02,0.04,0.07,0.03,0.07,0.07,0.1,0.01,0.02,0.03,0.01,0.07,0.09,0.13,0.03,0.0,0.02
YBR118W,0.06,0.01,0.06,0.08,0.04,0.1,0.04,0.1,0.14,0.05,0.01,0.01,0.02,0.01,0.04,0.04,0.07,0.07,0.02,0.03
YEL009C,0.08,0.0,0.09,0.06,0.08,0.03,0.0,0.05,0.06,0.08,0.03,0.04,0.1,0.04,0.0,0.12,0.08,0.05,0.0,0.01
R0020C,0.05,0.03,0.07,0.06,0.06,0.03,0.03,0.08,0.05,0.07,0.03,0.05,0.07,0.04,0.04,0.03,0.07,0.09,0.01,0.04
Q0110,0.06,0.01,0.02,0.02,0.07,0.06,0.05,0.09,0.02,0.09,0.09,0.07,0.02,0.02,0.03,0.12,0.01,0.07,0.02,0.06
Q0060,0.09,0.0,0.01,0.04,0.06,0.08,0.02,0.06,0.03,0.12,0.07,0.1,0.02,0.05,0.03,0.06,0.02,0.08,0.01,0.05
Q0065,0.11,0.0,0.02,0.01,0.07,0.09,0.02,0.08,0.01,0.15,0.07,0.06,0.04,0.03,0.03,0.05,0.04,0.07,0.01,0.04
Q0120,0.06,0.01,0.02,0.02,0.07,0.06,0.05,0.09,0.02,0.09,0.09,0.07,0.02,0.02,0.03,0.12,0.01,0.07,0.02,0.06
YJR109C,0.06,0.0,0.04,0.07,0.03,0.07,0.01,0.1,0.05,0.07,0.01,0.06,0.05,0.04,0.0,0.1,0.11,0.06,0.0,0.07
YGL187C,0.05,0.01,0.06,0.06,0.03,0.08,0.0,0.06,0.08,0.14,0.02,0.02,0.07,0.05,0.06,0.06,0.09,0.05,0.0,0.01
YLR395C,0.07692307692307693,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.10256410256410256,0.0641025641025641,0.02564102564102564,0.07692307692307693,0.10256410256410256,0.038461538461538464,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.038461538461538464,0.0641025641025641,0.0641025641025641,0.05128205128205128,0.07692307692307693,0.0,0.038461538461538464
YDL140C,0.06,0.03,0.04,0.07,0.06,0.09,0.03,0.07,0.07,0.06,0.03,0.03,0.06,0.06,0.06,0.05,0.05,0.07,0.0,0.01
YOR116C,0.11,0.03,0.05,0.07,0.05,0.07,0.05,0.04,0.08,0.1,0.02,0.02,0.04,0.01,0.03,0.1,0.04,0.08,0.0,0.01
YER165W,0.1,0.01,0.08,0.08,0.02,0.05,0.02,0.07,0.04,0.07,0.01,0.06,0.02,0.06,0.03,0.13,0.05,0.06,0.0,0.04
YPL248C,0.04,0.06,0.06,0.08,0.03,0.01,0.01,0.05,0.13,0.18,0.03,0.02,0.04,0.04,0.07,0.07,0.04,0.02,0.01,0.01
YGL031C,0.06,0.0,0.03,0.05,0.06,0.06,0.02,0.07,0.15,0.06,0.01,0.02,0.04,0.03,0.12,0.09,0.05,0.06,0.01,0.01
YOL127W,0.15,0.0,0.02,0.03,0.02,0.03,0.01,0.04,0.19,0.06,0.03,0.04,0.05,0.03,0.04,0.06,0.07,0.09,0.0,0.04
YMR056C,0.09,0.01,0.04,0.05,0.07,0.08,0.03,0.04,0.07,0.08,0.04,0.04,0.02,0.07,0.05,0.05,0.09,0.05,0.01,0.02
YOL006C,0.08,0.0,0.11,0.06,0.0,0.01,0.01,0.05,0.2,0.05,0.02,0.02,0.07,0.03,0.01,0.16,0.05,0.06,0.0,0.01
YLL018C,0.11,0.0,0.08,0.14,0.01,0.04,0.0,0.03,0.16,0.09,0.01,0.02,0.03,0.08,0.07,0.05,0.02,0.05,0.0,0.01
YEL063C,0.04,0.0,0.08,0.14,0.03,0.08,0.05,0.05,0.07,0.06,0.04,0.04,0.04,0.03,0.06,0.06,0.06,0.05,0.0,0.02
YDL164C,0.08,0.01,0.02,0.05,0.02,0.04,0.02,0.0,0.12,0.12,0.06,0.02,0.08,0.02,0.06,0.15,0.09,0.03,0.0,0.01
YLR310C,0.06,0.0,0.03,0.04,0.01,0.04,0.0,0.08,0.03,0.05,0.01,0.08,0.05,0.04,0.02,0.27,0.12,0.03,0.01,0.03
YNL055C,0.07,0.0,0.06,0.03,0.04,0.06,0.01,0.04,0.09,0.12,0.01,0.11,0.06,0.05,0.01,0.06,0.11,0.04,0.01,0.02
YDR225W,0.15,0.0,0.03,0.04,0.01,0.12,0.02,0.05,0.07,0.13,0.01,0.05,0.03,0.03,0.1,0.06,0.03,0.04,0.0,0.03
YBL003C,0.15,0.0,0.03,0.04,0.01,0.12,0.02,0.05,0.07,0.13,0.01,0.05,0.03,0.03,0.1,0.06,0.03,0.04,0.0,0.03
YGL008C,0.09,0.0,0.15,0.09,0.0,0.04,0.02,0.02,0.05,0.05,0.01,0.02,0.06,0.04,0.03,0.18,0.06,0.05,0.0,0.04
YOR386W,0.05,0.0,0.04,0.05,0.05,0.02,0.03,0.04,0.11,0.07,0.03,0.08,0.03,0.04,0.08,0.1,0.05,0.06,0.01,0.06
YJL088W,0.07,0.0,0.04,0.05,0.08,0.05,0.03,0.07,0.07,0.1,0.02,0.05,0.02,0.05,0.07,0.1,0.1,0.03,0.0,0.0
YLR340W,0.04,0.0,0.03,0.1,0.07,0.08,0.01,0.04,0.09,0.1,0.04,0.05,0.03,0.02,0.08,0.04,0.03,0.12,0.0,0.03
YDL081C,0.2,0.0,0.07,0.15,0.02,0.08,0.0,0.05,0.05,0.1,0.02,0.05,0.02,0.01,0.0,0.08,0.03,0.05,0.01,0.01
YOL039W,0.22,0.0,0.07,0.16,0.0,0.08,0.0,0.05,0.07,0.09,0.02,0.03,0.03,0.0,0.0,0.08,0.03,0.05,0.0,0.02
YGR157W,0.04,0.03,0.03,0.03,0.1,0.03,0.01,0.06,0.07,0.09,0.03,0.04,0.03,0.03,0.06,0.09,0.09,0.08,0.02,0.04
YJR073C,0.06,0.04,0.02,0.06,0.04,0.05,0.03,0.09,0.06,0.09,0.06,0.03,0.02,0.06,0.04,0.08,0.06,0.06,0.02,0.03
YDR172W,0.05,0.0,0.02,0.0,0.01,0.18,0.0,0.0,0.0,0.0,0.01,0.15,0.05,0.3,0.02,0.04,0.0,0.0,0.0,0.17
YGL076C,0.19,0.0,0.01,0.1,0.01,0.02,0.01,0.08,0.15,0.04,0.01,0.04,0.04,0.07,0.08,0.03,0.03,0.05,0.0,0.04
YLR448W,0.09,0.0,0.02,0.04,0.02,0.06,0.01,0.02,0.1,0.1,0.01,0.04,0.07,0.03,0.09,0.04,0.07,0.15,0.01,0.03
YKL180W,0.15,0.0,0.01,0.04,0.05,0.07,0.01,0.03,0.08,0.06,0.01,0.05,0.03,0.07,0.09,0.08,0.07,0.05,0.02,0.03
YPL143W,0.08,0.0,0.01,0.03,0.03,0.08,0.03,0.05,0.09,0.05,0.02,0.06,0.03,0.03,0.11,0.08,0.05,0.11,0.01,0.05
YMR194W,0.11,0.0,0.01,0.05,0.02,0.07,0.01,0.08,0.14,0.06,0.03,0.05,0.03,0.0,0.12,0.08,0.06,0.06,0.0,0.02
YLR029C,0.07,0.0,0.02,0.04,0.02,0.07,0.01,0.02,0.11,0.07,0.01,0.04,0.05,0.07,0.18,0.02,0.03,0.09,0.01,0.07
YNL178W,0.09,0.0,0.03,0.1,0.04,0.07,0.0,0.05,0.06,0.1,0.01,0.03,0.02,0.03,0.1,0.03,0.08,0.12,0.0,0.04
YBR189W,0.07,0.0,0.06,0.07,0.03,0.04,0.0,0.04,0.12,0.14,0.01,0.02,0.05,0.01,0.14,0.07,0.04,0.04,0.0,0.05
YDR064W,0.09,0.0,0.02,0.04,0.01,0.08,0.02,0.1,0.09,0.08,0.03,0.03,0.05,0.03,0.07,0.11,0.03,0.07,0.01,0.04
YLR167W,0.01,0.0,0.06,0.05,0.02,0.07,0.03,0.08,0.19,0.1,0.01,0.02,0.03,0.06,0.05,0.05,0.09,0.06,0.0,0.02
YDL165W,0.03,0.01,0.07,0.07,0.06,0.04,0.02,0.03,0.04,0.12,0.03,0.03,0.08,0.04,0.04,0.13,0.08,0.05,0.01,0.02
YDR168W,0.03,0.0,0.11,0.06,0.04,0.01,0.03,0.06,0.13,0.08,0.03,0.07,0.03,0.05,0.04,0.1,0.03,0.06,0.02,0.02
YIL038C,0.04,0.01,0.07,0.12,0.02,0.01,0.02,0.05,0.15,0.08,0.02,0.04,0.02,0.06,0.08,0.1,0.01,0.05,0.01,0.04
YOR361C,0.03,0.0,0.07,0.08,0.06,0.01,0.01,0.1,0.09,0.08,0.02,0.07,0.05,0.04,0.03,0.06,0.07,0.09,0.0,0.04
YGL058W,0.06,0.01,0.07,0.07,0.05,0.04,0.02,0.04,0.04,0.08,0.06,0.06,0.12,0.01,0.07,0.04,0.05,0.05,0.02,0.04
YJL080C,0.1,0.0,0.03,0.07,0.01,0.05,0.01,0.03,0.05,0.07,0.02,0.04,0.14,0.02,0.0,0.17,0.12,0.06,0.01,0.0
YLR303W,0.14,0.0,0.02,0.06,0.04,0.09,0.05,0.03,0.01,0.08,0.01,0.05,0.05,0.07,0.04,0.09,0.06,0.07,0.0,0.04
YGR088W,0.05,0.02,0.05,0.08,0.05,0.08,0.04,0.03,0.06,0.09,0.01,0.04,0.07,0.05,0.05,0.07,0.02,0.07,0.0,0.07
YLR355C,0.12,0.01,0.04,0.03,0.05,0.09,0.0,0.05,0.05,0.09,0.02,0.05,0.03,0.04,0.11,0.03,0.09,0.04,0.01,0.05
YLR044C,0.1,0.01,0.03,0.07,0.04,0.13,0.02,0.06,0.04,0.11,0.03,0.07,0.01,0.01,0.03,0.05,0.04,0.09,0.01,0.05
YPR113W,0.08,0.04,0.04,0.02,0.04,0.04,0.02,0.03,0.04,0.1,0.05,0.04,0.04,0.03,0.03,0.1,0.09,0.09,0.03,0.05
YNL104C,0.08,0.0,0.05,0.06,0.03,0.02,0.02,0.06,0.12,0.08,0.03,0.06,0.09,0.02,0.07,0.09,0.02,0.05,0.02,0.03
YDL108W,0.04,0.01,0.06,0.1,0.03,0.05,0.02,0.09,0.11,0.1,0.05,0.04,0.02,0.03,0.02,0.04,0.05,0.09,0.0,0.05
YJL164C,0.03,0.0,0.03,0.15,0.03,0.12,0.01,0.02,0.08,0.04,0.01,0.03,0.02,0.11,0.05,0.1,0.1,0.03,0.0,0.04
YCR031C,0.14,0.01,0.06,0.03,0.03,0.1,0.02,0.04,0.07,0.02,0.03,0.03,0.03,0.04,0.06,0.06,0.09,0.12,0.0,0.02
YOR204W,0.03,0.0,0.02,0.04,0.04,0.22,0.02,0.02,0.02,0.03,0.01,0.2,0.05,0.02,0.1,0.1,0.0,0.03,0.01,0.04
YDL042C,0.09,0.0,0.09,0.05,0.0,0.02,0.03,0.05,0.1,0.05,0.05,0.06,0.08,0.03,0.02,0.1,0.09,0.08,0.0,0.01
YLR442C,0.01,0.0,0.08,0.06,0.05,0.07,0.01,0.08,0.07,0.1,0.01,0.08,0.01,0.02,0.09,0.06,0.05,0.09,0.03,0.03
YOR257W,0.03,0.0,0.1,0.12,0.05,0.05,0.02,0.06,0.09,0.14,0.05,0.04,0.03,0.03,0.05,0.07,0.0,0.02,0.0,0.05
YPR160W,0.08,0.01,0.07,0.06,0.04,0.01,0.03,0.07,0.06,0.07,0.05,0.04,0.07,0.04,0.07,0.08,0.1,0.02,0.01,0.02
YGL237C,0.1,0.0,0.08,0.09,0.03,0.02,0.01,0.01,0.03,0.08,0.05,0.03,0.07,0.08,0.06,0.14,0.08,0.03,0.0,0.01
YPL022W,0.02,0.0,0.14,0.11,0.02,0.01,0.01,0.06,0.05,0.1,0.01,0.07,0.08,0.09,0.02,0.08,0.05,0.06,0.0,0.02
YML032C,0.03,0.01,0.06,0.07,0.05,0.1,0.01,0.1,0.08,0.05,0.03,0.05,0.02,0.03,0.05,0.07,0.06,0.08,0.02,0.03
YPR165W,0.04,0.03,0.09,0.06,0.04,0.07,0.0,0.05,0.03,0.1,0.01,0.04,0.05,0.04,0.06,0.07,0.03,0.14,0.01,0.04
YNL090W,0.06,0.02,0.06,0.07,0.06,0.07,0.01,0.07,0.07,0.09,0.01,0.03,0.03,0.02,0.06,0.06,0.07,0.08,0.01,0.05
YDR477W,0.08,0.0,0.02,0.01,0.01,0.1,0.16,0.05,0.09,0.06,0.02,0.11,0.02,0.03,0.01,0.1,0.07,0.04,0.0,0.02
YOR074C,0.03,0.01,0.09,0.08,0.06,0.09,0.0,0.05,0.06,0.15,0.02,0.03,0.04,0.03,0.07,0.04,0.09,0.02,0.02,0.02
YNL088W,0.04,0.01,0.09,0.11,0.02,0.02,0.03,0.11,0.08,0.05,0.03,0.05,0.04,0.05,0.03,0.06,0.06,0.08,0.01,0.03
YBR109C,0.07,0.0,0.08,0.13,0.07,0.05,0.01,0.04,0.05,0.12,0.04,0.08,0.01,0.04,0.02,0.13,0.02,0.04,0.0,0.0
YML095C,0.06,0.0,0.06,0.06,0.03,0.04,0.0,0.04,0.09,0.05,0.01,0.08,0.05,0.09,0.07,0.1,0.11,0.04,0.01,0.01
YER171W,0.02,0.02,0.05,0.08,0.02,0.05,0.02,0.08,0.08,0.11,0.06,0.03,0.06,0.03,0.03,0.06,0.06,0.04,0.0,0.1
YER161C,0.05,0.0,0.07,0.08,0.02,0.07,0.0,0.04,0.16,0.11,0.01,0.04,0.04,0.04,0.09,0.1,0.03,0.03,0.0,0.02
YDR392W,0.05,0.0,0.08,0.06,0.02,0.04,0.03,0.09,0.08,0.09,0.04,0.04,0.03,0.05,0.08,0.07,0.04,0.08,0.01,0.02
YOR065W,0.18,0.0,0.02,0.04,0.04,0.07,0.04,0.02,0.05,0.08,0.02,0.02,0.02,0.03,0.05,0.11,0.1,0.04,0.02,0.05
YDR226W,0.09,0.01,0.06,0.04,0.03,0.11,0.02,0.08,0.06,0.09,0.06,0.05,0.06,0.06,0.04,0.06,0.05,0.03,0.0,0.0
YNL121C,0.11,0.0,0.05,0.06,0.03,0.05,0.0,0.05,0.14,0.03,0.01,0.08,0.05,0.07,0.02,0.07,0.1,0.02,0.0,0.06
YGL234W,0.07,0.0,0.03,0.03,0.03,0.1,0.03,0.07,0.03,0.09,0.03,0.07,0.09,0.02,0.03,0.06,0.06,0.14,0.01,0.01
YGR204W,0.12,0.01,0.05,0.07,0.04,0.07,0.04,0.09,0.04,0.06,0.02,0.06,0.04,0.07,0.05,0.04,0.03,0.08,0.0,0.02
YMR083W,0.04,0.01,0.03,0.04,0.03,0.08,0.05,0.06,0.08,0.11,0.01,0.04,0.09,0.03,0.05,0.05,0.06,0.09,0.02,0.03
YDR216W,0.02,0.02,0.06,0.07,0.04,0.05,0.0,0.06,0.07,0.07,0.04,0.15,0.06,0.03,0.04,0.12,0.06,0.04,0.0,0.0
YMR042W,0.0,0.0,0.11,0.08,0.03,0.03,0.01,0.05,0.08,0.01,0.01,0.03,0.09,0.03,0.07,0.14,0.17,0.05,0.0,0.01
YDR173C,0.09,0.01,0.11,0.06,0.03,0.08,0.02,0.04,0.06,0.11,0.02,0.04,0.04,0.03,0.05,0.07,0.05,0.05,0.01,0.03
YBL099W,0.17,0.0,0.02,0.08,0.02,0.07,0.0,0.06,0.04,0.1,0.02,0.05,0.02,0.02,0.09,0.1,0.07,0.07,0.0,0.0
YDL067C,0.06779661016949153,0.0,0.03389830508474576,0.06779661016949153,0.05084745762711865,0.0847457627118644,0.01694915254237288,0.1016949152542373,0.1016949152542373,0.05084745762711865,0.06779661016949153,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.06779661016949153,0.03389830508474576,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.03389830508474576
YBL045C,0.13,0.0,0.01,0.05,0.03,0.06,0.02,0.03,0.06,0.07,0.01,0.11,0.03,0.02,0.03,0.13,0.08,0.11,0.01,0.01
YPR191W,0.1,0.0,0.05,0.03,0.05,0.06,0.02,0.02,0.07,0.14,0.01,0.04,0.02,0.03,0.09,0.08,0.1,0.06,0.0,0.03
YOR303W,0.08,0.01,0.02,0.07,0.06,0.1,0.02,0.06,0.03,0.05,0.02,0.04,0.06,0.03,0.02,0.1,0.07,0.09,0.0,0.07
YJL130C,0.05,0.0,0.05,0.1,0.03,0.1,0.01,0.04,0.02,0.1,0.04,0.01,0.09,0.03,0.03,0.05,0.09,0.1,0.0,0.06
YOL139C,0.04,0.0,0.08,0.09,0.05,0.0,0.04,0.03,0.08,0.07,0.01,0.04,0.07,0.02,0.02,0.1,0.09,0.11,0.04,0.02
YPL075W,0.04,0.02,0.07,0.02,0.06,0.02,0.01,0.09,0.04,0.09,0.01,0.07,0.06,0.04,0.03,0.12,0.07,0.07,0.01,0.06
YPR033C,0.13,0.0,0.04,0.03,0.03,0.05,0.01,0.06,0.12,0.08,0.03,0.03,0.04,0.01,0.04,0.14,0.09,0.06,0.01,0.0
YPL154C,0.09,0.0,0.03,0.08,0.06,0.04,0.06,0.02,0.08,0.14,0.02,0.04,0.05,0.05,0.01,0.04,0.07,0.07,0.0,0.05
