,kmer_A,kmer_C,kmer_D,kmer_E,kmer_F,kmer_G,kmer_H,kmer_I,kmer_K,kmer_L,kmer_M,kmer_N,kmer_P,kmer_Q,kmer_R,kmer_S,kmer_T,kmer_V,kmer_W,kmer_Y
YGR254W,0.13,0.0,0.05,0.045,0.03,0.08,0.025,0.035,0.095,0.095,0.02,0.05,0.04,0.01,0.03,0.085,0.045,0.105,0.005,0.025
YHR174W,0.14,0.0,0.045,0.05,0.03,0.075,0.02,0.025,0.085,0.09,0.035,0.065,0.035,0.015,0.03,0.08,0.045,0.105,0.005,0.025
YER086W,0.075,0.02,0.045,0.04,0.02,0.055,0.03,0.045,0.07,0.14,0.015,0.055,0.04,0.055,0.055,0.09,0.04,0.085,0.0,0.025
YKL152C,0.075,0.0,0.07,0.07,0.025,0.06,0.02,0.04,0.095,0.115,0.01,0.04,0.055,0.035,0.06,0.065,0.035,0.07,0.025,0.035
YGR264C,0.095,0.0,0.055,0.065,0.045,0.01,0.035,0.05,0.1,0.145,0.015,0.08,0.055,0.035,0.02,0.07,0.035,0.06,0.0,0.03
YDL181W,0.058823529411764705,0.0,0.047058823529411764,0.10588235294117647,0.047058823529411764,0.058823529411764705,0.011764705882352941,0.023529411764705882,0.09411764705882353,0.09411764705882353,0.023529411764705882,0.011764705882352941,0.023529411764705882,0.07058823529411765,0.12941176470588237,0.10588235294117647,0.047058823529411764,0.03529411764705882,0.0,0.011764705882352941
YOR101W,0.045,0.0,0.085,0.075,0.03,0.065,0.0,0.065,0.05,0.085,0.02,0.05,0.015,0.065,0.06,0.09,0.045,0.09,0.0,0.065
YNL098C,0.05,0.0,0.075,0.08,0.02,0.07,0.005,0.05,0.07,0.085,0.03,0.055,0.02,0.065,0.035,0.08,0.065,0.085,0.0,0.06
YFL038C,0.04,0.01,0.085,0.06,0.04,0.06,0.005,0.055,0.09,0.1,0.025,0.06,0.005,0.045,0.035,0.075,0.085,0.07,0.01,0.045
YDR224C,0.13740458015267176,0.0,0.022900763358778626,0.061068702290076333,0.015267175572519083,0.030534351145038167,0.015267175572519083,0.061068702290076333,0.15267175572519084,0.04580152671755725,0.015267175572519083,0.022900763358778626,0.03816793893129771,0.030534351145038167,0.04580152671755725,0.13740458015267176,0.0916030534351145,0.03816793893129771,0.0,0.03816793893129771
YBL002W,0.1297709923664122,0.0,0.022900763358778626,0.061068702290076333,0.015267175572519083,0.030534351145038167,0.015267175572519083,0.061068702290076333,0.1450381679389313,0.04580152671755725,0.015267175572519083,0.022900763358778626,0.03816793893129771,0.030534351145038167,0.04580152671755725,0.1450381679389313,0.08396946564885496,0.05343511450381679,0.0,0.03816793893129771
YNL030W,0.05825242718446602,0.0,0.02912621359223301,0.038834951456310676,0.019417475728155338,0.1553398058252427,0.019417475728155338,0.06796116504854369,0.10679611650485436,0.08737864077669903,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.13592233009708737,0.05825242718446602,0.05825242718446602,0.07766990291262135,0.0,0.038834951456310676
YDR382W,0.20909090909090908,0.0,0.06363636363636363,0.14545454545454545,0.02727272727272727,0.12727272727272726,0.0,0.03636363636363636,0.06363636363636363,0.08181818181818182,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.00909090909090909,0.07272727272727272,0.01818181818181818,0.05454545454545454,0.0,0.01818181818181818
YGL103W,0.08053691275167785,0.0,0.03355704697986577,0.03355704697986577,0.03355704697986577,0.12080536912751678,0.06711409395973154,0.06040268456375839,0.12080536912751678,0.06040268456375839,0.026845637583892617,0.020134228187919462,0.053691275167785234,0.026845637583892617,0.08053691275167785,0.03355704697986577,0.03355704697986577,0.06711409395973154,0.013422818791946308,0.03355704697986577
YFL037W,0.055,0.015,0.06,0.075,0.045,0.11,0.04,0.07,0.025,0.06,0.025,0.05,0.035,0.035,0.045,0.085,0.065,0.065,0.015,0.025
YPL240C,0.06,0.0,0.06,0.1,0.055,0.06,0.005,0.095,0.07,0.1,0.025,0.04,0.02,0.04,0.05,0.085,0.055,0.05,0.005,0.025
YOR187W,0.12,0.005,0.06,0.055,0.03,0.065,0.045,0.065,0.05,0.085,0.035,0.025,0.03,0.03,0.055,0.05,0.095,0.07,0.0,0.03
YBR118W,0.065,0.01,0.055,0.07,0.045,0.1,0.025,0.1,0.105,0.05,0.02,0.035,0.025,0.025,0.035,0.05,0.065,0.08,0.02,0.02
YEL009C,0.055,0.0,0.095,0.08,0.055,0.02,0.01,0.035,0.075,0.085,0.02,0.045,0.08,0.025,0.01,0.125,0.095,0.075,0.005,0.01
R0020C,0.055,0.025,0.045,0.05,0.07,0.05,0.025,0.085,0.065,0.065,0.02,0.065,0.05,0.03,0.055,0.055,0.065,0.07,0.01,0.045
Q0110,0.045,0.015,0.015,0.015,0.055,0.055,0.03,0.1,0.04,0.085,0.125,0.07,0.015,0.02,0.03,0.085,0.04,0.055,0.02,0.085
Q0060,0.055,0.01,0.025,0.04,0.035,0.075,0.015,0.065,0.075,0.135,0.045,0.095,0.025,0.03,0.03,0.05,0.04,0.075,0.01,0.07
Q0065,0.09,0.005,0.015,0.01,0.065,0.08,0.025,0.08,0.01,0.165,0.055,0.045,0.045,0.02,0.02,0.08,0.07,0.075,0.02,0.025
Q0120,0.07,0.015,0.015,0.01,0.075,0.07,0.04,0.1,0.01,0.09,0.065,0.055,0.03,0.02,0.03,0.095,0.035,0.085,0.03,0.06
YJR109C,0.09,0.01,0.05,0.075,0.03,0.08,0.005,0.085,0.05,0.1,0.005,0.045,0.045,0.025,0.02,0.08,0.085,0.07,0.0,0.05
YGL187C,0.04516129032258064,0.025806451612903226,0.06451612903225806,0.05806451612903226,0.01935483870967742,0.08387096774193549,0.025806451612903226,0.04516129032258064,0.06451612903225806,0.1032258064516129,0.01935483870967742,0.03225806451612903,0.07096774193548387,0.03225806451612903,0.05161290322580645,0.06451612903225806,0.07741935483870968,0.07096774193548387,0.012903225806451613,0.03225806451612903
YLR395C,0.07692307692307693,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.10256410256410256,0.0641025641025641,0.02564102564102564,0.07692307692307693,0.10256410256410256,0.038461538461538464,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.038461538461538464,0.0641025641025641,0.0641025641025641,0.05128205128205128,0.07692307692307693,0.0,0.038461538461538464
YDL140C,0.06,0.05,0.065,0.07,0.035,0.08,0.025,0.05,0.09,0.08,0.03,0.025,0.05,0.045,0.06,0.045,0.06,0.065,0.01,0.005
YOR116C,0.1,0.04,0.05,0.055,0.035,0.08,0.04,0.06,0.1,0.105,0.015,0.025,0.03,0.03,0.055,0.07,0.03,0.065,0.01,0.005
YER165W,0.085,0.01,0.075,0.07,0.04,0.075,0.02,0.08,0.065,0.075,0.015,0.06,0.03,0.04,0.035,0.1,0.04,0.045,0.005,0.035
YPL248C,0.05,0.03,0.095,0.065,0.04,0.035,0.025,0.04,0.08,0.13,0.03,0.045,0.045,0.035,0.06,0.095,0.055,0.03,0.01,0.005
YGL031C,0.11612903225806452,0.0,0.01935483870967742,0.06451612903225806,0.05161290322580645,0.05161290322580645,0.012903225806451613,0.04516129032258064,0.1935483870967742,0.04516129032258064,0.0064516129032258064,0.025806451612903226,0.025806451612903226,0.04516129032258064,0.1032258064516129,0.09032258064516129,0.04516129032258064,0.04516129032258064,0.0064516129032258064,0.0064516129032258064
YOL127W,0.13380281690140844,0.0,0.04225352112676056,0.035211267605633804,0.014084507042253521,0.035211267605633804,0.007042253521126761,0.04929577464788732,0.15492957746478872,0.07746478873239436,0.02112676056338028,0.04929577464788732,0.04225352112676056,0.02112676056338028,0.04929577464788732,0.04225352112676056,0.07042253521126761,0.09859154929577464,0.0,0.056338028169014086
YMR056C,0.085,0.005,0.05,0.03,0.065,0.11,0.015,0.035,0.065,0.12,0.02,0.03,0.015,0.045,0.065,0.07,0.065,0.05,0.01,0.05
YOL006C,0.07,0.0,0.085,0.135,0.015,0.02,0.02,0.04,0.175,0.055,0.01,0.03,0.08,0.03,0.01,0.09,0.045,0.05,0.015,0.025
YLL018C,0.095,0.0,0.055,0.105,0.015,0.045,0.01,0.06,0.13,0.095,0.01,0.035,0.02,0.07,0.06,0.06,0.05,0.07,0.005,0.01
YEL063C,0.065,0.0,0.04,0.08,0.065,0.09,0.025,0.055,0.04,0.08,0.035,0.03,0.045,0.035,0.035,0.085,0.08,0.065,0.015,0.035
YDL164C,0.06,0.015,0.035,0.055,0.035,0.04,0.015,0.055,0.08,0.09,0.035,0.05,0.07,0.03,0.05,0.17,0.055,0.04,0.0,0.02
YLR310C,0.05,0.0,0.035,0.025,0.015,0.055,0.03,0.045,0.045,0.065,0.015,0.095,0.05,0.025,0.055,0.245,0.075,0.035,0.015,0.025
YNL055C,0.095,0.005,0.055,0.03,0.07,0.075,0.01,0.04,0.06,0.105,0.015,0.08,0.045,0.04,0.015,0.07,0.105,0.05,0.005,0.03
YDR225W,0.14393939393939395,0.0,0.022727272727272728,0.03787878787878788,0.007575757575757576,0.10606060606060606,0.022727272727272728,0.05303030303030303,0.08333333333333333,0.12878787878787878,0.007575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.07575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.0,0.022727272727272728
YBL003C,0.14393939393939395,0.0,0.022727272727272728,0.03787878787878788,0.007575757575757576,0.10606060606060606,0.022727272727272728,0.05303030303030303,0.08333333333333333,0.12878787878787878,0.007575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.07575757575757576,0.06060606060606061,0.03787878787878788,0.045454545454545456,0.0,0.022727272727272728
YGL008C,0.1,0.005,0.105,0.08,0.035,0.07,0.01,0.04,0.045,0.075,0.025,0.03,0.045,0.045,0.02,0.105,0.04,0.1,0.005,0.02
YOR386W,0.06,0.005,0.04,0.06,0.05,0.03,0.03,0.05,0.1,0.09,0.035,0.07,0.025,0.05,0.05,0.085,0.055,0.05,0.02,0.045
YJL088W,0.065,0.03,0.06,0.04,0.07,0.04,0.025,0.1,0.075,0.09,0.025,0.07,0.02,0.03,0.04,0.095,0.065,0.05,0.005,0.005
YLR340W,0.075,0.0,0.035,0.07,0.06,0.085,0.005,0.045,0.065,0.08,0.025,0.055,0.045,0.03,0.06,0.06,0.045,0.135,0.005,0.02
YDL081C,0.18867924528301888,0.0,0.07547169811320754,0.14150943396226415,0.03773584905660377,0.09433962264150944,0.0,0.04716981132075472,0.04716981132075472,0.10377358490566038,0.018867924528301886,0.04716981132075472,0.018867924528301886,0.009433962264150943,0.0,0.07547169811320754,0.02830188679245283,0.04716981132075472,0.009433962264150943,0.009433962264150943
YOL039W,0.20754716981132076,0.0,0.07547169811320754,0.1509433962264151,0.018867924528301886,0.09433962264150944,0.0,0.04716981132075472,0.0660377358490566,0.09433962264150944,0.018867924528301886,0.02830188679245283,0.02830188679245283,0.0,0.0,0.07547169811320754,0.02830188679245283,0.04716981132075472,0.0,0.018867924528301886
YGR157W,0.04,0.025,0.035,0.045,0.1,0.025,0.02,0.07,0.07,0.085,0.025,0.06,0.03,0.04,0.045,0.085,0.07,0.06,0.02,0.05
YJR073C,0.065,0.02,0.025,0.045,0.055,0.085,0.015,0.07,0.05,0.105,0.055,0.035,0.03,0.04,0.035,0.07,0.055,0.075,0.015,0.055
YDR172W,0.06,0.0,0.02,0.055,0.02,0.115,0.0,0.005,0.1,0.025,0.01,0.11,0.065,0.195,0.01,0.055,0.03,0.025,0.0,0.1
YGL076C,0.12,0.0,0.02,0.07,0.02,0.045,0.015,0.095,0.12,0.085,0.005,0.05,0.04,0.055,0.065,0.04,0.045,0.06,0.0,0.05
YLR448W,0.07954545454545454,0.0,0.028409090909090908,0.07386363636363637,0.03977272727272727,0.03977272727272727,0.011363636363636364,0.022727272727272728,0.14772727272727273,0.11363636363636363,0.005681818181818182,0.03977272727272727,0.056818181818181816,0.03977272727272727,0.056818181818181816,0.03977272727272727,0.0625,0.10795454545454546,0.005681818181818182,0.028409090909090908
YKL180W,0.15217391304347827,0.0,0.010869565217391304,0.059782608695652176,0.02717391304347826,0.05434782608695652,0.021739130434782608,0.043478260869565216,0.09239130434782608,0.05434782608695652,0.005434782608695652,0.043478260869565216,0.02717391304347826,0.06521739130434782,0.10326086956521739,0.07065217391304347,0.059782608695652176,0.06521739130434782,0.010869565217391304,0.03260869565217391
YPL143W,0.07476635514018691,0.0,0.009345794392523364,0.028037383177570093,0.037383177570093455,0.07476635514018691,0.028037383177570093,0.056074766355140186,0.08411214953271028,0.056074766355140186,0.018691588785046728,0.06542056074766354,0.037383177570093455,0.028037383177570093,0.102803738317757,0.08411214953271028,0.04672897196261682,0.102803738317757,0.009345794392523364,0.056074766355140186
YMR194W,0.11,0.0,0.01,0.05,0.02,0.07,0.01,0.08,0.14,0.06,0.03,0.05,0.03,0.0,0.12,0.08,0.06,0.06,0.0,0.02
YLR029C,0.075,0.005,0.03,0.04,0.02,0.065,0.025,0.03,0.105,0.065,0.005,0.06,0.035,0.05,0.155,0.03,0.05,0.075,0.025,0.055
YNL178W,0.105,0.005,0.035,0.065,0.04,0.085,0.01,0.05,0.08,0.085,0.03,0.025,0.025,0.03,0.095,0.04,0.055,0.11,0.0,0.03
YBR189W,0.10256410256410256,0.0,0.05128205128205128,0.08717948717948718,0.035897435897435895,0.05128205128205128,0.020512820512820513,0.046153846153846156,0.08717948717948718,0.10256410256410256,0.010256410256410256,0.020512820512820513,0.046153846153846156,0.02564102564102564,0.12307692307692308,0.06153846153846154,0.035897435897435895,0.06153846153846154,0.0,0.03076923076923077
YDR064W,0.09933774834437085,0.0,0.026490066225165563,0.046357615894039736,0.013245033112582781,0.052980132450331126,0.026490066225165563,0.08609271523178808,0.08609271523178808,0.09271523178807947,0.019867549668874173,0.039735099337748346,0.046357615894039736,0.019867549668874173,0.09271523178807947,0.09271523178807947,0.033112582781456956,0.06622516556291391,0.013245033112582781,0.046357615894039736
YLR167W,0.039473684210526314,0.02631578947368421,0.05263157894736842,0.046052631578947366,0.019736842105263157,0.07236842105263158,0.03289473684210526,0.05263157894736842,0.16447368421052633,0.09210526315789473,0.006578947368421052,0.03289473684210526,0.02631578947368421,0.039473684210526314,0.05263157894736842,0.05263157894736842,0.07236842105263158,0.07894736842105263,0.0,0.039473684210526314
YDL165W,0.03664921465968586,0.010471204188481676,0.06282722513089005,0.06806282722513089,0.07329842931937172,0.03664921465968586,0.020942408376963352,0.031413612565445025,0.05235602094240838,0.12041884816753927,0.031413612565445025,0.02617801047120419,0.06282722513089005,0.05235602094240838,0.05759162303664921,0.08376963350785341,0.06806282722513089,0.04712041884816754,0.020942408376963352,0.03664921465968586
YDR168W,0.055,0.0,0.105,0.085,0.035,0.025,0.03,0.06,0.135,0.08,0.025,0.055,0.035,0.035,0.03,0.095,0.035,0.05,0.01,0.02
YIL038C,0.04,0.005,0.075,0.12,0.015,0.005,0.015,0.045,0.13,0.11,0.02,0.04,0.02,0.08,0.08,0.09,0.025,0.03,0.01,0.045
YOR361C,0.03,0.005,0.09,0.07,0.075,0.03,0.015,0.065,0.105,0.08,0.035,0.05,0.045,0.02,0.04,0.075,0.06,0.075,0.005,0.03
YGL058W,0.06976744186046512,0.005813953488372093,0.16279069767441862,0.06976744186046512,0.040697674418604654,0.023255813953488372,0.01744186046511628,0.03488372093023256,0.05232558139534884,0.06395348837209303,0.046511627906976744,0.05232558139534884,0.0872093023255814,0.01744186046511628,0.046511627906976744,0.05813953488372093,0.046511627906976744,0.05813953488372093,0.01744186046511628,0.029069767441860465
YJL080C,0.09,0.005,0.025,0.065,0.015,0.045,0.015,0.055,0.085,0.075,0.015,0.045,0.085,0.03,0.03,0.145,0.09,0.08,0.005,0.0
YLR303W,0.1,0.005,0.035,0.07,0.065,0.1,0.035,0.055,0.045,0.05,0.005,0.055,0.05,0.045,0.035,0.06,0.055,0.08,0.0,0.055
YGR088W,0.04,0.01,0.065,0.055,0.075,0.075,0.04,0.04,0.045,0.065,0.01,0.045,0.07,0.05,0.055,0.07,0.06,0.06,0.015,0.055
YLR355C,0.1,0.005,0.055,0.035,0.045,0.09,0.01,0.055,0.075,0.095,0.015,0.04,0.05,0.025,0.065,0.05,0.07,0.065,0.02,0.035
YLR044C,0.1,0.01,0.045,0.06,0.03,0.08,0.025,0.065,0.04,0.11,0.03,0.06,0.04,0.025,0.035,0.055,0.07,0.08,0.005,0.035
YPR113W,0.07,0.025,0.03,0.025,0.065,0.055,0.03,0.035,0.045,0.115,0.04,0.035,0.025,0.035,0.035,0.095,0.085,0.075,0.02,0.06
YNL104C,0.095,0.005,0.06,0.065,0.04,0.015,0.02,0.055,0.095,0.07,0.025,0.04,0.06,0.035,0.07,0.09,0.06,0.065,0.01,0.025
YDL108W,0.07,0.01,0.055,0.065,0.045,0.05,0.035,0.085,0.075,0.11,0.04,0.04,0.04,0.02,0.04,0.04,0.05,0.075,0.015,0.04
YJL164C,0.045,0.005,0.03,0.11,0.045,0.08,0.025,0.05,0.07,0.07,0.03,0.03,0.025,0.08,0.065,0.07,0.065,0.055,0.005,0.045
YCR031C,0.12408759124087591,0.0072992700729927005,0.058394160583941604,0.029197080291970802,0.021897810218978103,0.10948905109489052,0.014598540145985401,0.043795620437956206,0.06569343065693431,0.043795620437956206,0.021897810218978103,0.021897810218978103,0.0364963503649635,0.029197080291970802,0.10948905109489052,0.06569343065693431,0.08029197080291971,0.10218978102189781,0.0,0.014598540145985401
YOR204W,0.05,0.005,0.05,0.045,0.055,0.155,0.01,0.045,0.04,0.05,0.01,0.125,0.08,0.025,0.06,0.08,0.03,0.05,0.005,0.03
YDL042C,0.06,0.0,0.07,0.05,0.025,0.045,0.025,0.075,0.09,0.085,0.03,0.065,0.07,0.03,0.025,0.09,0.065,0.06,0.0,0.04
YLR442C,0.025,0.005,0.085,0.095,0.065,0.04,0.01,0.09,0.075,0.09,0.01,0.055,0.03,0.03,0.07,0.055,0.035,0.07,0.025,0.04
YOR257W,0.043478260869565216,0.006211180124223602,0.11180124223602485,0.13043478260869565,0.055900621118012424,0.055900621118012424,0.018633540372670808,0.07453416149068323,0.07453416149068323,0.12422360248447205,0.037267080745341616,0.043478260869565216,0.018633540372670808,0.024844720496894408,0.049689440993788817,0.055900621118012424,0.024844720496894408,0.018633540372670808,0.0,0.031055900621118012
YPR160W,0.08,0.01,0.095,0.06,0.04,0.05,0.015,0.055,0.07,0.1,0.045,0.045,0.06,0.035,0.06,0.055,0.065,0.03,0.01,0.02
YGL237C,0.09,0.0,0.05,0.07,0.03,0.015,0.02,0.02,0.04,0.08,0.025,0.03,0.075,0.145,0.07,0.1,0.065,0.04,0.0,0.035
